,title,artists_name,artists_id,album_name,album_img,album_img_phone,album_url,release_date,duration_min,duration_ms,popularity,song_url,song_preview_url,rank,artist_popularity,artist_img_phone,artist_img,artist_url,genre
44,告白直前酸欠状態,Yuuri,0ixzjrK1wkN2zWBXt3VW3W,弐,https://i.scdn.co/image/ab67616d00001e02188327ac9022d86ad2dd6483,https://i.scdn.co/image/ab67616d00004851188327ac9022d86ad2dd6483,https://open.spotify.com/album/6ClMd4vNeZ6cmrRNmOqAoY,2023-03-29,3.13,187586,56,https://open.spotify.com/track/2Bov530xcE7aEN6XCZZQsE,https://p.scdn.co/mp3-preview/2fb37ace36392aa68d66925d48b861909aa3b8d2?cid=d3f912bd0165481b94eea03be5fb6b38,17,71.0,https://i.scdn.co/image/ab6761610000f1782a98f9ecf7217c8f910f9f83,https://i.scdn.co/image/ab676161000051742a98f9ecf7217c8f910f9f83,https://open.spotify.com/artist/0ixzjrK1wkN2zWBXt3VW3W,Japanese singer-songwriter
45,告白直前酸欠状態,Yuuri,0ixzjrK1wkN2zWBXt3VW3W,弐,https://i.scdn.co/image/ab67616d00001e02188327ac9022d86ad2dd6483,https://i.scdn.co/image/ab67616d00004851188327ac9022d86ad2dd6483,https://open.spotify.com/album/6ClMd4vNeZ6cmrRNmOqAoY,2023-03-29,3.13,187586,56,https://open.spotify.com/track/2Bov530xcE7aEN6XCZZQsE,https://p.scdn.co/mp3-preview/2fb37ace36392aa68d66925d48b861909aa3b8d2?cid=d3f912bd0165481b94eea03be5fb6b38,17,71.0,https://i.scdn.co/image/ab6761610000f1782a98f9ecf7217c8f910f9f83,https://i.scdn.co/image/ab676161000051742a98f9ecf7217c8f910f9f83,https://open.spotify.com/artist/0ixzjrK1wkN2zWBXt3VW3W,Japanese teen pop
46,ライラ,Yuuri,0ixzjrK1wkN2zWBXt3VW3W,弐,https://i.scdn.co/image/ab67616d00001e02188327ac9022d86ad2dd6483,https://i.scdn.co/image/ab67616d00004851188327ac9022d86ad2dd6483,https://open.spotify.com/album/6ClMd4vNeZ6cmrRNmOqAoY,2023-03-29,3.1,185933,56,https://open.spotify.com/track/7KfRmw1LmnvHxgTxH7YNqZ,https://p.scdn.co/mp3-preview/04935f81ebc2029296ad2b4476074f5e3ddb2220?cid=d3f912bd0165481b94eea03be5fb6b38,18,71.0,https://i.scdn.co/image/ab6761610000f1782a98f9ecf7217c8f910f9f83,https://i.scdn.co/image/ab676161000051742a98f9ecf7217c8f910f9f83,https://open.spotify.com/artist/0ixzjrK1wkN2zWBXt3VW3W,J-pop
47,ライラ,Yuuri,0ixzjrK1wkN2zWBXt3VW3W,弐,https://i.scdn.co/image/ab67616d00001e02188327ac9022d86ad2dd6483,https://i.scdn.co/image/ab67616d00004851188327ac9022d86ad2dd6483,https://open.spotify.com/album/6ClMd4vNeZ6cmrRNmOqAoY,2023-03-29,3.1,185933,56,https://open.spotify.com/track/7KfRmw1LmnvHxgTxH7YNqZ,https://p.scdn.co/mp3-preview/04935f81ebc2029296ad2b4476074f5e3ddb2220?cid=d3f912bd0165481b94eea03be5fb6b38,18,71.0,https://i.scdn.co/image/ab6761610000f1782a98f9ecf7217c8f910f9f83,https://i.scdn.co/image/ab676161000051742a98f9ecf7217c8f910f9f83,https://open.spotify.com/artist/0ixzjrK1wkN2zWBXt3VW3W,Japanese singer-songwriter
48,ライラ,Yuuri,0ixzjrK1wkN2zWBXt3VW3W,弐,https://i.scdn.co/image/ab67616d00001e02188327ac9022d86ad2dd6483,https://i.scdn.co/image/ab67616d00004851188327ac9022d86ad2dd6483,https://open.spotify.com/album/6ClMd4vNeZ6cmrRNmOqAoY,2023-03-29,3.1,185933,56,https://open.spotify.com/track/7KfRmw1LmnvHxgTxH7YNqZ,https://p.scdn.co/mp3-preview/04935f81ebc2029296ad2b4476074f5e3ddb2220?cid=d3f912bd0165481b94eea03be5fb6b38,18,71.0,https://i.scdn.co/image/ab6761610000f1782a98f9ecf7217c8f910f9f83,https://i.scdn.co/image/ab676161000051742a98f9ecf7217c8f910f9f83,https://open.spotify.com/artist/0ixzjrK1wkN2zWBXt3VW3W,Japanese teen pop
49,きらきら,もさを。,71KI7v1YqVU8cIFzBl47dh,こいのうた,https://i.scdn.co/image/ab67616d00001e02bc4bd45694b345b9e17bdaa9,https://i.scdn.co/image/ab67616d00004851bc4bd45694b345b9e17bdaa9,https://open.spotify.com/album/4015DFzdg5NzUaR1yT5rcz,2022-12-07,3.01,180560,55,https://open.spotify.com/track/7bpYMYc6CyaMY2IK804gnu,,19,53.0,https://i.scdn.co/image/ab6761610000f17867c40d3b2e968407aff40b54,https://i.scdn.co/image/ab6761610000517467c40d3b2e968407aff40b54,https://open.spotify.com/artist/71KI7v1YqVU8cIFzBl47dh,Japanese teen pop
50,夢花火,Novelbright,0jWCX6zp4RjWrmZRxJ2uri,WONDERLAND,https://i.scdn.co/image/ab67616d00001e024408da323f86176e8a65f4d8,https://i.scdn.co/image/ab67616d000048514408da323f86176e8a65f4d8,https://open.spotify.com/album/3yC6ZRVzunPAhpqBuKkDMA,2020-05-27,4.29,257666,53,https://open.spotify.com/track/4CqQqMqOQKuvAUDyTDRvtv,,20,61.0,https://i.scdn.co/image/ab6761610000f1788b0e662eb184d6c4f1e56343,https://i.scdn.co/image/ab676161000051748b0e662eb184d6c4f1e56343,https://open.spotify.com/artist/0jWCX6zp4RjWrmZRxJ2uri,J-pop
51,夢花火,Novelbright,0jWCX6zp4RjWrmZRxJ2uri,WONDERLAND,https://i.scdn.co/image/ab67616d00001e024408da323f86176e8a65f4d8,https://i.scdn.co/image/ab67616d000048514408da323f86176e8a65f4d8,https://open.spotify.com/album/3yC6ZRVzunPAhpqBuKkDMA,2020-05-27,4.29,257666,53,https://open.spotify.com/track/4CqQqMqOQKuvAUDyTDRvtv,,20,61.0,https://i.scdn.co/image/ab6761610000f1788b0e662eb184d6c4f1e56343,https://i.scdn.co/image/ab676161000051748b0e662eb184d6c4f1e56343,https://open.spotify.com/artist/0jWCX6zp4RjWrmZRxJ2uri,J-rock
52,また明日,Novelbright,0jWCX6zp4RjWrmZRxJ2uri,SKYWALK,https://i.scdn.co/image/ab67616d00001e02e984d27d0de318dc56f123d4,https://i.scdn.co/image/ab67616d00004851e984d27d0de318dc56f123d4,https://open.spotify.com/album/34T4K8s8PzTNOZ1vuBILYr,2018-10-03,4.04,242453,51,https://open.spotify.com/track/4mn2av7YVGC3G5ZuSkKoBD,https://p.scdn.co/mp3-preview/1be3226436e1b04145bdb588996e7cbf6bb10f95?cid=d3f912bd0165481b94eea03be5fb6b38,21,61.0,https://i.scdn.co/image/ab6761610000f1788b0e662eb184d6c4f1e56343,https://i.scdn.co/image/ab676161000051748b0e662eb184d6c4f1e56343,https://open.spotify.com/artist/0jWCX6zp4RjWrmZRxJ2uri,J-pop
53,また明日,Novelbright,0jWCX6zp4RjWrmZRxJ2uri,SKYWALK,https://i.scdn.co/image/ab67616d00001e02e984d27d0de318dc56f123d4,https://i.scdn.co/image/ab67616d00004851e984d27d0de318dc56f123d4,https://open.spotify.com/album/34T4K8s8PzTNOZ1vuBILYr,2018-10-03,4.04,242453,51,https://open.spotify.com/track/4mn2av7YVGC3G5ZuSkKoBD,https://p.scdn.co/mp3-preview/1be3226436e1b04145bdb588996e7cbf6bb10f95?cid=d3f912bd0165481b94eea03be5fb6b38,21,61.0,https://i.scdn.co/image/ab6761610000f1788b0e662eb184d6c4f1e56343,https://i.scdn.co/image/ab676161000051748b0e662eb184d6c4f1e56343,https://open.spotify.com/artist/0jWCX6zp4RjWrmZRxJ2uri,J-rock
54,Shirayuki,Eve,58oPVy7oihAEXE0Ott6JOf,Shirayuki,https://i.scdn.co/image/ab67616d00001e023d53a9770b792d20d9044751,https://i.scdn.co/image/ab67616d000048513d53a9770b792d20d9044751,https://open.spotify.com/album/4CX8RRpkt9EXsC5yUptLHZ,2022-12-01,3.69,221643,51,https://open.spotify.com/track/1fcbAM10NJDMxShne4Vqjq,https://p.scdn.co/mp3-preview/496515597c30b0cc8000b0398d4b432b91238e9f?cid=d3f912bd0165481b94eea03be5fb6b38,22,68.0,https://i.scdn.co/image/ab6761610000f1784d98c5b65d054495b497409a,https://i.scdn.co/image/ab676161000051744d98c5b65d054495b497409a,https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf,Anime
55,Shirayuki,Eve,58oPVy7oihAEXE0Ott6JOf,Shirayuki,https://i.scdn.co/image/ab67616d00001e023d53a9770b792d20d9044751,https://i.scdn.co/image/ab67616d000048513d53a9770b792d20d9044751,https://open.spotify.com/album/4CX8RRpkt9EXsC5yUptLHZ,2022-12-01,3.69,221643,51,https://open.spotify.com/track/1fcbAM10NJDMxShne4Vqjq,https://p.scdn.co/mp3-preview/496515597c30b0cc8000b0398d4b432b91238e9f?cid=d3f912bd0165481b94eea03be5fb6b38,22,68.0,https://i.scdn.co/image/ab6761610000f1784d98c5b65d054495b497409a,https://i.scdn.co/image/ab676161000051744d98c5b65d054495b497409a,https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf,Anime rock
56,パラレルワールド,BAK,1WmnQSoQxUa4x14IWgHCiD,パラレルワールド,https://i.scdn.co/image/ab67616d00001e027df7f9c1d1c6bc1d950f1a05,https://i.scdn.co/image/ab67616d000048517df7f9c1d1c6bc1d950f1a05,https://open.spotify.com/album/4SBfbZc6Vf7BI6tDbK1XvB,2021-08-31,4.02,241213,51,https://open.spotify.com/track/0cAXK9udJrTR430JYSdlTD,https://p.scdn.co/mp3-preview/35f3e8fb326dda89178a1dff36a984b3d95fc027?cid=d3f912bd0165481b94eea03be5fb6b38,23,47.0,https://i.scdn.co/image/ab6761610000f178bfc454a6da1fe49f871d21d5,https://i.scdn.co/image/ab67616100005174bfc454a6da1fe49f871d21d5,https://open.spotify.com/artist/1WmnQSoQxUa4x14IWgHCiD,
57,恋色,もさを。,71KI7v1YqVU8cIFzBl47dh,こいのうた,https://i.scdn.co/image/ab67616d00001e02bc4bd45694b345b9e17bdaa9,https://i.scdn.co/image/ab67616d00004851bc4bd45694b345b9e17bdaa9,https://open.spotify.com/album/4015DFzdg5NzUaR1yT5rcz,2022-12-07,4.7,281920,49,https://open.spotify.com/track/62XmbJHgLkBQZOT5SJMGA1,,24,53.0,https://i.scdn.co/image/ab6761610000f17867c40d3b2e968407aff40b54,https://i.scdn.co/image/ab6761610000517467c40d3b2e968407aff40b54,https://open.spotify.com/artist/71KI7v1YqVU8cIFzBl47dh,Japanese teen pop
58,一花一剑 - 《天官赐福》动画插曲,李鑫一,6fLFLcYLgBTVuTqlGNIxQ2,《天官赐福》动画原声带,https://i.scdn.co/image/ab67616d00001e02833aa478c8c20b729f4407c9,https://i.scdn.co/image/ab67616d00004851833aa478c8c20b729f4407c9,https://open.spotify.com/album/1CFzs21C90a0lBsUCUdMzi,2020-10-19,3.52,211045,48,https://open.spotify.com/track/00cPBHWGBAnNeJaHpNfUKh,https://p.scdn.co/mp3-preview/5713934f05da729c8aa4caa2a3c9e61ef66e83bc?cid=d3f912bd0165481b94eea03be5fb6b38,25,,,,,
59,不言論,BAK,1WmnQSoQxUa4x14IWgHCiD,不言論,https://i.scdn.co/image/ab67616d00001e02c947089e949f3b01def69788,https://i.scdn.co/image/ab67616d00004851c947089e949f3b01def69788,https://open.spotify.com/album/4rEmeqQBTdWtt9Jyc9ZKPe,2021-12-09,3.82,229093,47,https://open.spotify.com/track/15EelnO2FtSqnYpaN00Tlq,https://p.scdn.co/mp3-preview/63e5009cdb3f5ef021c07a086ce965bafbed8024?cid=d3f912bd0165481b94eea03be5fb6b38,26,47.0,https://i.scdn.co/image/ab6761610000f178bfc454a6da1fe49f871d21d5,https://i.scdn.co/image/ab67616100005174bfc454a6da1fe49f871d21d5,https://open.spotify.com/artist/1WmnQSoQxUa4x14IWgHCiD,
